dataset,model,gene,pearson,css
Breast Visium CID44971,liger,cd244,0.0324240518711063,0.07217877358198166
Breast Visium CID44971,liger,lmnb1,0.0308871375900893,0.19659005105495453
Breast Visium CID44971,liger,cenpk,0.0293673557097791,0.13621021807193756
Breast Visium CID44971,liger,cdc37,0.0278450623714244,0.7341369986534119
Breast Visium CID44971,liger,cep112,0.0256967333959742,0.10479076206684113
Breast Visium CID44971,liger,pbx4,0.0243865593279878,0.12609471380710602
Breast Visium CID44971,liger,txndc11,0.0235273921527142,0.3902621269226074
Breast Visium CID44971,liger,dut,0.0225062290068184,0.6436734199523926
Breast Visium CID44971,liger,crip2,0.0213069279000033,0.5306846499443054
Breast Visium CID44971,liger,lilra4,0.020003974824149,0.05043032020330429
Breast Visium CID44971,liger,manf,0.019976883230824,0.5767101049423218
Breast Visium CID44971,liger,gzmh,0.019448214128827,0.0878881886601448
Breast Visium CID44971,liger,hpgd,0.0193651388372829,0.14786425232887268
Breast Visium CID44971,liger,ptpn22,0.0191139509424536,0.1327110230922699
Breast Visium CID44971,liger,apold1,0.0175530008511205,0.1773594617843628
Breast Visium CID44971,liger,arhgap31,0.0175178922222979,0.1999235302209854
Breast Visium CID44971,liger,fabp4,0.016205370994815,0.10262901335954666
Breast Visium CID44971,liger,chst12,0.0151802853414913,0.2424563616514206
Breast Visium CID44971,liger,gja4,0.0134731270234282,0.0361967571079731
Breast Visium CID44971,liger,pbxip1,0.0123482925325196,0.5431832671165466
Breast Visium CID44971,liger,nrp1,0.0112812387133296,0.22119779884815216
Breast Visium CID44971,liger,thbd,0.0085641627891409,0.09093362838029861
Breast Visium CID44971,liger,arl15,0.0079935818183233,0.1692473292350769
Breast Visium CID44971,liger,tnfrsf9,0.0078566117993653,0.0612151101231575
Breast Visium CID44971,liger,tmem204,0.0071574257203392,0.15222716331481934
Breast Visium CID44971,liger,cav2,0.0051933539768393,0.45889973640441895
Breast Visium CID44971,liger,mcm3,0.0023036543552853,0.4103476405143738
Breast Visium CID44971,liger,fam20a,0.0013178842517586,0.12963679432868958
Breast Visium CID44971,liger,sh2d2a,0.001146089629802,0.1583353877067566
Breast Visium CID44971,liger,p2ry6,-0.0021247631752821,0.05165502801537514
Breast Visium CID44971,liger,cd22,-0.0024071632862649,0.022536907345056534
Breast Visium CID44971,liger,tnfsf8,-0.0025650671113147,0.03503452613949776
Breast Visium CID44971,liger,tmem154,-0.0051712944762016,0.10740360617637634
Breast Visium CID44971,liger,clspn,-0.0055678615876986,0.0377451553940773
Breast Visium CID44971,liger,cd160,-0.0061754307786932,0.014533104375004768
Breast Visium CID44971,liger,stag3,-0.0083752566746226,0.10365232080221176
Breast Visium CID44971,liger,sox17,-0.0111915189545699,0.006498499773442745
Breast Visium CID44971,liger,rps27,-0.011786230705068,0.9871335625648499
Breast Visium CID44971,liger,pdgfrl,-0.0125348508431184,0.09269841015338898
Breast Visium CID44971,liger,btnl9,-0.0149549833458119,0.009105043485760689
Breast Visium CID44971,liger,mmp25-as1,-0.0150180527683339,0.2369062602519989
Breast Visium CID44971,liger,fam167b,-0.0166446006112757,0.03670574352145195
Breast Visium CID44971,liger,ncr3,-0.0172184746378881,0.00948930624872446
Breast Visium CID44971,liger,wfdc1,-0.0184504296745185,0.0
Breast Visium CID44971,liger,b3gnt7,-0.0185622194884823,0.06725487858057022
Breast Visium CID44971,liger,ttll10,-0.0230743122106876,0.013295489363372326
Breast Visium CID44971,liger,trdc,-0.0240496078850133,0.021840553730726242
Breast Visium CID44971,liger,ccr6,-0.0270941403682077,0.046808913350105286
Breast Visium CID44971,liger,sytl3,-0.0274292698895766,0.12448268383741379
Breast Visium CID44971,liger,gjc1,-0.0275300446229548,0.006521663162857294
Breast Visium CID44971,liger,ankrd28,-0.032471808809366,0.260495662689209
Breast Visium CID44971,liger,ppp1r15a,-0.0421663240303563,0.3727456033229828
Breast Visium CID44971,liger,hspa1a,-0.1524242848677267,0.6060880422592163
Breast Visium CID44971,liger,stmn1,0.6111730330552235,0.8800359964370728
Breast Visium CID44971,liger,strap,0.5755034291490211,0.8737548589706421
Breast Visium CID44971,liger,agr3,0.5384003525509434,0.5994413495063782
Breast Visium CID44971,liger,dcdc2,0.5211562063960067,0.5677497982978821
Breast Visium CID44971,liger,tuba1b,0.4983305371466719,0.9376298785209656
Breast Visium CID44971,liger,mlf2,0.4735606403181611,0.8662263751029968
Breast Visium CID44971,liger,tbx3,0.4671249138426222,0.5499218106269836
Breast Visium CID44971,liger,h3f3a,0.4622417652258297,0.9696410298347473
Breast Visium CID44971,liger,areg,0.4508642339253431,0.5681042075157166
Breast Visium CID44971,liger,tyrobp,0.4404368042740268,0.5489493012428284
Breast Visium CID44971,liger,rheb,0.4358453797233808,0.8415356874465942
Breast Visium CID44971,liger,maged2,0.4181386515002929,0.773572564125061
Breast Visium CID44971,liger,rpl13,0.4114775288584423,0.992570698261261
Breast Visium CID44971,liger,hla-drb1,0.4073073611593166,0.6737526655197144
Breast Visium CID44971,liger,rps21,0.4055062120654421,0.9852846264839172
Breast Visium CID44971,liger,itgb2,0.3828325611337966,0.6217608451843262
Breast Visium CID44971,liger,pebp1,0.3723644101764434,0.8901345133781433
Breast Visium CID44971,liger,ndufs5,0.3622741926928519,0.9049327373504639
Breast Visium CID44971,liger,malat1,0.3617855014896455,0.934500515460968
Breast Visium CID44971,liger,tbc1d9,0.3495577946315254,0.4928741455078125
Breast Visium CID44971,liger,arpc1a,0.3480850834428689,0.7827722430229187
Breast Visium CID44971,liger,cst3,0.3456376347684195,0.6689426302909851
Breast Visium CID44971,liger,cmas,0.3445738181064957,0.6740866303443909
Breast Visium CID44971,liger,meox2,0.3297743991112101,0.35085123777389526
Breast Visium CID44971,liger,ncf1,0.3279225532625323,0.500469982624054
Breast Visium CID44971,liger,rpl6,0.3225603648398683,0.965338408946991
Breast Visium CID44971,liger,jtb,0.3222145360579324,0.8754833340644836
Breast Visium CID44971,liger,lilrb4,0.3205649544027943,0.39812204241752625
Breast Visium CID44971,liger,rpl36,0.3198862331970158,0.9892345666885376
Breast Visium CID44971,liger,snrpc,0.3191725407158106,0.7778751850128174
Breast Visium CID44971,liger,laptm5,0.3182074636489774,0.6121870875358582
Breast Visium CID44971,liger,neat1,0.3132643323752193,0.7409662008285522
Breast Visium CID44971,liger,rps8,0.3100062894255654,0.9870084524154663
Breast Visium CID44971,liger,spdef,0.3095830566562175,0.5117433667182922
Breast Visium CID44971,liger,csf1r,0.3062699925866819,0.4189789593219757
Breast Visium CID44971,liger,hla-c,0.3040073645749531,0.8818528056144714
Breast Visium CID44971,liger,pcna,0.2997322211050359,0.7032960057258606
Breast Visium CID44971,liger,rpsa,0.2982343969265333,0.9750115275382996
Breast Visium CID44971,liger,mpeg1,0.2969542950275772,0.4111609160900116
Breast Visium CID44971,liger,mrps21,0.2943195345083084,0.8415348529815674
Breast Visium CID44971,liger,rpl10a,0.286221503556714,0.9608680605888367
Breast Visium CID44971,liger,sh3bgrl3,0.2815614153718878,0.8879671096801758
Breast Visium CID44971,liger,lsp1,0.2793672858113607,0.5530822277069092
Breast Visium CID44971,liger,sumo1,0.2790106140804763,0.7447935938835144
Breast Visium CID44971,liger,emcn,0.2788359992094703,0.3001602292060852
Breast Visium CID44971,liger,cd83,0.2788073403973582,0.4195306599140167
Breast Visium CID44971,liger,ndufb4,0.2782004175302275,0.8495928645133972
Breast Visium CID44971,liger,ssu72,0.2710574243670571,0.816650390625
Breast Visium CID44971,liger,nhp2,0.2666130442498477,0.7888274788856506
Breast Visium CID44971,liger,pcbp2,0.2660007048017582,0.9336854219436646
Breast Visium CID44971,liger,cd4,0.2627779202215247,0.4382130801677704
Breast Visium CID44971,liger,camta1,0.261582160538479,0.7524318099021912
Breast Visium CID44971,liger,rps2,0.2613448484877826,0.9866929054260254
Breast Visium CID44971,liger,eif3d,0.259972777100474,0.6840808987617493
Breast Visium CID44971,liger,nkg7,0.2595191583433684,0.391762375831604
Breast Visium CID44971,liger,hebp1,0.2534828480956003,0.6783621311187744
Breast Visium CID44971,liger,rps9,0.2507017384442668,0.9770715832710266
Breast Visium CID44971,liger,cd52,0.2464032936839641,0.5048435926437378
Breast Visium CID44971,liger,sept11,0.2455539691655241,0.6175928115844727
Breast Visium CID44971,liger,rps19,0.2429562368269116,0.9915137887001038
Breast Visium CID44971,liger,rps11,0.242851824450139,0.9808245301246643
Breast Visium CID44971,liger,dynlrb1,0.2423590515363641,0.8158408999443054
Breast Visium CID44971,liger,lgals3,0.2402080067921336,0.6390625834465027
Breast Visium CID44971,liger,errfi1,0.2372230133590264,0.5396985411643982
Breast Visium CID44971,liger,ly86,0.2325846415176651,0.313274621963501
Breast Visium CID44971,liger,a2m,0.2282498561595305,0.49684128165245056
Breast Visium CID44971,liger,dnajc9,0.2229112168995729,0.5403615832328796
Breast Visium CID44971,liger,arpc3,0.2182169855052133,0.8550049066543579
Breast Visium CID44971,liger,fpr1,0.2150004191002497,0.27096307277679443
Breast Visium CID44971,liger,actn1,0.2149921677205419,0.7011454701423645
Breast Visium CID44971,liger,rps6ka4,0.2143982038374479,0.43930888175964355
Breast Visium CID44971,liger,mad2l1,0.2128245036242202,0.41560277342796326
Breast Visium CID44971,liger,tm4sf18,0.2126336471206348,0.4220166504383087
Breast Visium CID44971,liger,sec61b,0.2116318295022389,0.8521205186843872
Breast Visium CID44971,liger,c3ar1,0.2087999665994762,0.3050331771373749
Breast Visium CID44971,liger,tnfsf11,0.2087325804132247,0.2725289762020111
Breast Visium CID44971,liger,psmb9,0.2071033142972736,0.5717966556549072
Breast Visium CID44971,liger,myh11,0.2066020094942533,0.27830249071121216
Breast Visium CID44971,liger,tcea1,0.2065215319630287,0.6789917349815369
Breast Visium CID44971,liger,perp,0.2044538937940951,0.7913311719894409
Breast Visium CID44971,liger,scpep1,0.2040486216077411,0.6085403561592102
Breast Visium CID44971,liger,cyyr1,0.2030034070321837,0.40261155366897583
Breast Visium CID44971,liger,raly,0.2020265307188924,0.7673408389091492
Breast Visium CID44971,liger,eng,0.2016720604326395,0.4201904833316803
Breast Visium CID44971,liger,tmem176b,0.2000179077487152,0.4003228545188904
Breast Visium CID44971,liger,cd86,0.1983441980320567,0.27515438199043274
Breast Visium CID44971,liger,calm3,0.1964042789830057,0.781525194644928
Breast Visium CID44971,liger,adamts1,0.1954653331418328,0.31911829113960266
Breast Visium CID44971,liger,polr2i,0.1950537402757748,0.7457066178321838
Breast Visium CID44971,liger,sec61g,0.19323574642018,0.8096587657928467
Breast Visium CID44971,liger,csnk1a1,0.1927215128189348,0.72491455078125
Breast Visium CID44971,liger,snx2,0.192670936289018,0.40871429443359375
Breast Visium CID44971,liger,cd38,0.1910570555856084,0.2759911119937897
Breast Visium CID44971,liger,dsp,0.190986420531356,0.7277081608772278
Breast Visium CID44971,liger,mki67,0.1885635043205792,0.3078019320964813
Breast Visium CID44971,liger,dcn,0.1881575283681359,0.3416297435760498
Breast Visium CID44971,liger,lifr,0.18721784167842,0.29784488677978516
Breast Visium CID44971,liger,adam15,0.1867293471205704,0.6805597543716431
Breast Visium CID44971,liger,emp2,0.1841512833472541,0.5007302761077881
Breast Visium CID44971,liger,cd8b,0.1822550991475623,0.2900349795818329
Breast Visium CID44971,liger,kifc1,0.1786185631367932,0.2809300720691681
Breast Visium CID44971,liger,s100a1,0.1768625283721527,0.2516551613807678
Breast Visium CID44971,liger,gng11,0.1761624290883444,0.2418038547039032
Breast Visium CID44971,liger,snx10,0.1746757940686595,0.31510037183761597
Breast Visium CID44971,liger,nexn,0.1739369936417737,0.25527024269104004
Breast Visium CID44971,liger,coa3,0.1709623497227335,0.6541047692298889
Breast Visium CID44971,liger,mafb,0.1698656418162533,0.4793250262737274
Breast Visium CID44971,liger,tfeb,0.1675036906949375,0.2828601896762848
Breast Visium CID44971,liger,ptpre,0.1665361209078,0.33211731910705566
Breast Visium CID44971,liger,cracr2b,0.1655738722739425,0.5963793396949768
Breast Visium CID44971,liger,pmp22,0.1643532256715333,0.4115983843803406
Breast Visium CID44971,liger,fstl1,0.1639020048166539,0.2679198384284973
Breast Visium CID44971,liger,psmb8,0.1630481220869832,0.6268331408500671
Breast Visium CID44971,liger,ptprb,0.1620762740999441,0.1813438981771469
Breast Visium CID44971,liger,msh2,0.1593328497848283,0.4848916828632355
Breast Visium CID44971,liger,itm2c,0.1573639728091929,0.4104263484477997
Breast Visium CID44971,liger,esam,0.157229891816321,0.1940942257642746
Breast Visium CID44971,liger,glipr1,0.1552033674961644,0.41175535321235657
Breast Visium CID44971,liger,was,0.1549467254556853,0.3167703151702881
Breast Visium CID44971,liger,hsh2d,0.1522251407275106,0.25734761357307434
Breast Visium CID44971,liger,bgn,0.1516469711101912,0.27947553992271423
Breast Visium CID44971,liger,cnpy3,0.1512242610798554,0.5718309879302979
Breast Visium CID44971,liger,ncf4,0.1494320415076518,0.2606949210166931
Breast Visium CID44971,liger,pdcd1,0.1494018135040659,0.22723957896232605
Breast Visium CID44971,liger,hspb1,0.1475536247004946,0.775941789150238
Breast Visium CID44971,liger,adgre5,0.1467883988722482,0.37676459550857544
Breast Visium CID44971,liger,fbln2,0.1460415751647034,0.2408527433872223
Breast Visium CID44971,liger,aldh7a1,0.1449531161119999,0.5446320176124573
Breast Visium CID44971,liger,st6gal1,0.1440448919632693,0.3577069938182831
Breast Visium CID44971,liger,pea15,0.1380099189670819,0.6701825261116028
Breast Visium CID44971,liger,cnn3,0.1379842199641751,0.39149099588394165
Breast Visium CID44971,liger,tns1,0.1350015644440706,0.30759814381599426
Breast Visium CID44971,liger,nfic,0.1345441129819954,0.5988768935203552
Breast Visium CID44971,liger,mir99ahg,0.1341693033966937,0.2977712154388428
Breast Visium CID44971,liger,hvcn1,0.1318644446586695,0.2588847279548645
Breast Visium CID44971,liger,podxl,0.1310053888984433,0.5356296300888062
Breast Visium CID44971,liger,kctd12,0.1306667143775542,0.34943464398384094
Breast Visium CID44971,liger,rarres2,0.1286264147409921,0.25933754444122314
Breast Visium CID44971,liger,pkm,0.1282382428075945,0.8179528713226318
Breast Visium CID44971,liger,oxtr,0.1272635112859766,0.18930205702781677
Breast Visium CID44971,liger,znf385a,0.1254861997528198,0.285281240940094
Breast Visium CID44971,liger,mbp,0.1241820367985416,0.3469012379646301
Breast Visium CID44971,liger,pld4,0.1239883783200131,0.2247084677219391
Breast Visium CID44971,liger,fcgrt,0.1235147709867434,0.5083186626434326
Breast Visium CID44971,liger,anxa1,0.1216356036596101,0.5821465253829956
Breast Visium CID44971,liger,sdc1,0.1212974697634894,0.6507890224456787
Breast Visium CID44971,liger,pigr,0.1196006583884938,0.20606207847595215
Breast Visium CID44971,liger,prnp,0.1189966769881525,0.5885251760482788
Breast Visium CID44971,liger,fam210b,0.1188295568285668,0.6562732458114624
Breast Visium CID44971,liger,lpar5,0.1177949515303796,0.19200485944747925
Breast Visium CID44971,liger,il7r,0.1175903959566243,0.3426518440246582
Breast Visium CID44971,liger,pdgfa,0.1170723520395888,0.25748738646507263
Breast Visium CID44971,liger,cxcl12,0.1167260712451379,0.25456440448760986
Breast Visium CID44971,liger,cd79a,0.1166290984747805,0.248297318816185
Breast Visium CID44971,liger,mzb1,0.1145781951109913,0.2971231937408447
Breast Visium CID44971,liger,ehd2,0.1136580639840894,0.28073424100875854
Breast Visium CID44971,liger,spcs1,0.1129661438345931,0.778677761554718
Breast Visium CID44971,liger,elf3,0.1128096203340582,0.6184043288230896
Breast Visium CID44971,liger,rab32,0.1107141462729551,0.3752559423446655
Breast Visium CID44971,liger,ddit4,0.1097599500673646,0.7120344042778015
Breast Visium CID44971,liger,zeb2,0.1083994285376313,0.27715983986854553
Breast Visium CID44971,liger,nudt1,0.1065995563282771,0.4310685098171234
Breast Visium CID44971,liger,adcy4,0.1054374822863341,0.1390988826751709
Breast Visium CID44971,liger,tox,0.1027480641806266,0.19935862720012665
Breast Visium CID44971,liger,znf683,0.1016395380949631,0.1725701540708542
Breast Visium CID44971,liger,jaml,0.1012184033081298,0.26647356152534485
Breast Visium CID44971,liger,ncbp1,0.0964562198143113,0.4570660889148712
Breast Visium CID44971,liger,plagl1,0.0947648530837681,0.2749224603176117
Breast Visium CID44971,liger,ckap2l,0.0939299207152554,0.14266757667064667
Breast Visium CID44971,liger,sp140,0.0937928678376454,0.19005689024925232
Breast Visium CID44971,liger,ltbp4,0.0926187218401103,0.3331458866596222
Breast Visium CID44971,liger,fxyd1,0.0906049632297555,0.14755761623382568
Breast Visium CID44971,liger,psmc3,0.0886489858900636,0.6914243698120117
Breast Visium CID44971,liger,traf3ip3,0.0868590076320398,0.32667076587677
Breast Visium CID44971,liger,il2rb,0.0859149013105677,0.23048926889896393
Breast Visium CID44971,liger,rcn3,0.0857456789990957,0.17196542024612427
Breast Visium CID44971,liger,col6a1,0.0852845918568909,0.2707895338535309
Breast Visium CID44971,liger,cdh11,0.0840832076315066,0.15811778604984283
Breast Visium CID44971,liger,cx3cr1,0.0840642359982427,0.14754988253116608
Breast Visium CID44971,liger,csrnp1,0.0829324992394901,0.35651251673698425
Breast Visium CID44971,liger,adrb2,0.0825775717135088,0.13813148438930511
Breast Visium CID44971,liger,c1s,0.0810534917408932,0.40959471464157104
Breast Visium CID44971,liger,txndc15,0.0808450691106081,0.3888418674468994
Breast Visium CID44971,liger,spcs2,0.0798235059928299,0.700214147567749
Breast Visium CID44971,liger,prf1,0.0782062693906529,0.19858238101005554
Breast Visium CID44971,liger,klf2,0.0778061864863909,0.4244323968887329
Breast Visium CID44971,liger,mxra5,0.0776039837930877,0.17784932255744934
Breast Visium CID44971,liger,flnb,0.0767679183498248,0.5540966987609863
Breast Visium CID44971,liger,ndrg1,0.0763560934050732,0.5254193544387817
Breast Visium CID44971,liger,apmap,0.0756206895084023,0.6435707211494446
Breast Visium CID44971,liger,scimp,0.0754103818641369,0.12842100858688354
Breast Visium CID44971,liger,krt14,0.0749983696392301,0.3244290053844452
Breast Visium CID44971,liger,ddx5,0.0745162920847674,0.8791623115539551
Breast Visium CID44971,liger,slamf1,0.0738485263006989,0.1648741513490677
Breast Visium CID44971,liger,bank1,0.0736656519435837,0.10750745236873627
Breast Visium CID44971,liger,gzmb,0.0718766372384947,0.17989817261695862
Breast Visium CID44971,liger,isg20,0.0695624611966536,0.45901331305503845
Breast Visium CID44971,liger,mcm5,0.0688449207920948,0.3930515944957733
Breast Visium CID44971,liger,jak1,0.0661954040377644,0.6492717266082764
Breast Visium CID44971,liger,csta,0.0636214434875073,0.4661918580532074
Breast Visium CID44971,liger,spock2,0.0614377930521823,0.3377508521080017
Breast Visium CID44971,liger,acta2,0.0607443521901436,0.6182743906974792
Breast Visium CID44971,liger,tmem255b,0.0599245229131888,0.1239670068025589
Breast Visium CID44971,liger,aim2,0.056201250908016,0.10887095332145691
Breast Visium CID44971,liger,srprb,0.0543054498465799,0.513404130935669
Breast Visium CID44971,liger,prrx1,0.053924038778427,0.17097719013690948
Breast Visium CID44971,liger,dnajc3,0.0538935373266451,0.44964101910591125
Breast Visium CID44971,liger,kir2dl4,0.0537973417354518,0.06420893222093582
Breast Visium CID44971,liger,snhg18,0.0533929194584497,0.11934135854244232
Breast Visium CID44971,liger,znf608,0.050176156137715,0.18023744225502014
Breast Visium CID44971,liger,ugcg,0.0500121797916533,0.5098230242729187
Breast Visium CID44971,liger,lef1,0.0494016895621445,0.17611576616764069
Breast Visium CID44971,liger,srpx,0.049401445695538,0.1184675544500351
Breast Visium CID44971,liger,tspan3,0.0485552877842339,0.5885080695152283
Breast Visium CID44971,liger,mthfd2,0.0470332060575699,0.49609771370887756
Breast Visium CID44971,liger,adam28,0.0469066145400387,0.14987607300281525
Breast Visium CID44971,liger,sertad1,0.0451495136342715,0.31537190079689026
Breast Visium CID44971,liger,mob1a,0.0449761370262685,0.6680747866630554
Breast Visium CID44971,liger,cxcl13,0.0430533302264053,0.18336012959480286
Breast Visium CID44971,liger,tnfaip8,0.0424303063392759,0.2602948248386383
Breast Visium CID44971,liger,podn,0.042289423616993,0.10147753357887268
Breast Visium CID44971,liger,mef2a,0.0421754890564171,0.3367406725883484
Breast Visium CID44971,liger,sdc4,0.0404228220905313,0.5052740573883057
Breast Visium CID44971,liger,tfpi,0.0402868507070547,0.32273977994918823
Breast Visium CID44971,liger,itga6,0.040051052076773,0.42033329606056213
Breast Visium CID44971,liger,sla2,0.0390859346475964,0.12365628778934479
Breast Visium CID44971,liger,maff,0.0376300008924205,0.22225114703178406
Breast Visium CID44971,liger,ccr7,0.0370506389394323,0.1911904662847519
Breast Visium CID44971,liger,fchsd2,0.0340209054578937,0.32765647768974304
Breast Visium CID44971,liger,carhsp1,0.0331518047660857,0.5353134870529175
Breast Visium CID44971,liger,cramp1,0.0318404208119167,0.3015550971031189
Breast Visium CID44971,liger,lgi4,0.0305042468053725,0.04671277478337288
Breast Visium CID44971,liger,tnfrsf10d,0.0300122438442691,0.08956728130578995
Breast Visium CID44971,liger,tbx2,0.0262904400682478,0.061985380947589874
Breast Visium CID44971,liger,pcolce,0.0262393785679049,0.17877250909805298
Breast Visium CID44971,liger,ltb,0.0258575169810342,0.2637692987918854
Breast Visium CID44971,liger,fcrl6,0.0243527825167933,0.05822096765041351
Breast Visium CID44971,liger,sp2,0.0228590845277928,0.282613605260849
Breast Visium CID44971,liger,klrb1,0.0204879318144928,0.15584011375904083
Breast Visium CID44971,liger,h2afv,0.020283554623229,0.658139705657959
Breast Visium CID44971,liger,blk,0.0187608664731451,0.058161661028862
Breast Visium CID44971,liger,phf19,0.0183963022237891,0.22637967765331268
Breast Visium CID44971,liger,mt1e,0.018382866709922,0.7314783334732056
Breast Visium CID44971,liger,btla,0.0164514589710719,0.06818575412034988
Breast Visium CID44971,liger,hey1,0.0140764840475175,0.22741883993148804
Breast Visium CID44971,liger,atp1b2,0.0098235954131613,0.041281867772340775
Breast Visium CID44971,liger,plxdc1,0.0095554946105407,0.1396455466747284
Breast Visium CID44971,liger,gsn,0.0090939973141869,0.730804443359375
Breast Visium CID44971,liger,tnfrsf18,0.0089579355119623,0.11363983899354935
Breast Visium CID44971,liger,brd2,0.0082371749895933,0.6145671606063843
Breast Visium CID44971,liger,tnip3,0.0080636253925816,0.043730299919843674
Breast Visium CID44971,liger,sept4,0.0076768885676132,0.28453323245048523
Breast Visium CID44971,liger,abcc9,0.0059024825350801,0.01675073429942131
Breast Visium CID44971,liger,cldn4,0.0027938699854967,0.6685661673545837
Breast Visium CID44971,liger,tnfrsf13b,0.0027316624022148,0.02185366116464138
Breast Visium CID44971,liger,psmb10,0.0022847173481154,0.3266858160495758
Breast Visium CID44971,liger,pde3b,0.0017424024225144,0.10484709590673447
Breast Visium CID44971,liger,cald1,0.001067532724687,0.621585488319397
Breast Visium CID44971,liger,tnfrsf12a,0.0009190437660506,0.42178454995155334
Breast Visium CID44971,liger,cd248,0.0003894832768834,0.09652356058359146
Breast Visium CID44971,liger,sspn,-2.3638012994673828e-05,0.2970695495605469
Breast Visium CID44971,liger,klrc1,-5.3394107029787096e-05,0.03655401989817619
Breast Visium CID44971,liger,fxyd7,-0.0025493206061272,0.03421269357204437
Breast Visium CID44971,liger,gldn,-0.0026144279073489,0.033061739057302475
Breast Visium CID44971,liger,p4hb,-0.0037963848915742,0.8460361361503601
Breast Visium CID44971,liger,fam162b,-0.0067243819205346,0.0
Breast Visium CID44971,liger,bcas4,-0.0068719071169127,0.1994357854127884
Breast Visium CID44971,liger,dnase1l3,-0.0084204321198423,0.02535667084157467
Breast Visium CID44971,liger,kir3dl2,-0.0084574678622419,0.0
Breast Visium CID44971,liger,icam1,-0.0091437409026509,0.2993136942386627
Breast Visium CID44971,liger,mt1m,-0.0108986629121216,0.10302376002073288
Breast Visium CID44971,liger,hnrnpa1l2,-0.0111403189433836,0.17765019834041595
Breast Visium CID44971,liger,higd1b,-0.0111833472867635,0.0
Breast Visium CID44971,liger,napsa,-0.0113449428246983,0.023800451308488846
Breast Visium CID44971,liger,itgae,-0.0128727956520518,0.3943435251712799
Breast Visium CID44971,liger,zc3h12a,-0.0140006130968467,0.16876588761806488
Breast Visium CID44971,liger,tnmd,-0.018528352287146,0.025019770488142967
Breast Visium CID44971,liger,fam129c,-0.0195280440897376,0.010014726780354977
Breast Visium CID44971,liger,picalm,-0.0207573185147643,0.45932745933532715
Breast Visium CID44971,liger,s1pr5,-0.0230041012984202,0.0
Breast Visium CID44971,liger,fcrl5,-0.0231420242078869,0.005891530308872461
Breast Visium CID44971,liger,clic3,-0.0231554200735818,0.2250937521457672
Breast Visium CID44971,liger,pou2af1,-0.0235111397418859,0.1697036176919937
Breast Visium CID44971,liger,cd300lg,-0.0275420609454448,0.022395780310034752
Breast Visium CID44971,liger,pxk,-0.0280409090605231,0.22517433762550354
Breast Visium CID44971,liger,spag4,-0.0295437746714593,0.05031505972146988
Breast Visium CID44971,liger,tnfrsf4,-0.0366238725509316,0.1357382982969284
Breast Visium CID44971,liger,igll5,-0.0372165459117306,0.0061830636113882065
Breast Visium CID44971,liger,p2ry10,-0.0426105666477256,0.024640565738081932
Breast Visium CID44971,liger,ptp4a3,-0.0569348074525085,0.21629787981510162
Breast Visium CID44971,liger,ssh2,-0.0619023452566197,0.2284238487482071
Breast Visium CID44971,liger,sept7,-0.068252601342911,0.6337496042251587
Breast Visium CID44971,liger,pim2,-0.085672489849112,0.17148777842521667
Breast Visium CID44971,liger,plcg2,-0.1285768587147814,0.41754868626594543
Breast Visium CID44971,liger,chpf,-0.1438343687732598,0.41656994819641113
Breast Visium CID44971,liger,xbp1,0.6725231068226262,0.7968940734863281
Breast Visium CID44971,liger,frzb,0.6026863838284636,0.8246629238128662
Breast Visium CID44971,liger,tubb,0.5627107438473938,0.9320421814918518
Breast Visium CID44971,liger,cd74,0.5515828948060726,0.8617255091667175
Breast Visium CID44971,liger,tpi1,0.5294340682655906,0.9292753338813782
Breast Visium CID44971,liger,c1qc,0.5051438451518218,0.5879965424537659
Breast Visium CID44971,liger,h2afz,0.4917026006024323,0.8803970217704773
Breast Visium CID44971,liger,cdc123,0.4901552939397264,0.7904434204101562
Breast Visium CID44971,liger,b2m,0.4806230441888663,0.9543871283531189
Breast Visium CID44971,liger,cox7a2,0.4796607560883197,0.9123238325119019
Breast Visium CID44971,liger,hla-dpa1,0.4759129388091485,0.6800187826156616
Breast Visium CID44971,liger,hla-drb5,0.4665160514575513,0.6823383569717407
Breast Visium CID44971,liger,rgs1,0.4557437207483173,0.6685361266136169
Breast Visium CID44971,liger,hspe1,0.4444943434089198,0.8992142081260681
Breast Visium CID44971,liger,ctss,0.4424649631168995,0.6502625942230225
Breast Visium CID44971,liger,nucks1,0.4398783959365567,0.8864396214485168
Breast Visium CID44971,liger,ankrd30a,0.4348272385912213,0.5042695999145508
Breast Visium CID44971,liger,psap,0.4335076736109612,0.8680944442749023
Breast Visium CID44971,liger,ackr1,0.4254917599363806,0.4383230209350586
Breast Visium CID44971,liger,marcksl1,0.4212739467514037,0.8769514560699463
Breast Visium CID44971,liger,cfl1,0.4043354835754559,0.9548761248588562
Breast Visium CID44971,liger,hmgn3,0.396985759830127,0.8531137704849243
Breast Visium CID44971,liger,rpl18,0.3956618691502554,0.9851205348968506
Breast Visium CID44971,liger,gstp1,0.3854408078301937,0.9228804707527161
Breast Visium CID44971,liger,mtrnr2l12,0.3846623051875905,0.8538778424263
Breast Visium CID44971,liger,fbp1,0.3838373508005551,0.5003840923309326
Breast Visium CID44971,liger,txn,0.3838041878328261,0.903661847114563
Breast Visium CID44971,liger,ap1s1,0.3780446840231058,0.7053841352462769
Breast Visium CID44971,liger,cldn7,0.3714643500197851,0.4989206790924072
Breast Visium CID44971,liger,rpl32,0.3657991690436008,0.9877238869667053
